Label;Feat1_Elev;Feat2_Slop;Feat3_Aspe;Feat4_NDVI;Feat5_NDWI;Feat6_BSI_;Feat7_EVI_;Feat8_Temp;Feat9_Prec;Feat10_U_W;Feat11_V_W;Feat12_Dew;Feat13_Pop;Feat14_Lan;Feat15_LAI
0;521;22;133;0,83363700000;0,35002200000;-0,30518697226;2,31144781145;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;739,24500000000;10;21,00000000000
0;521;17;33;0,74698800000;0,26748300000;-0,20980207352;1,99774448204;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;767,65300000000;10;24,50000000000
0;506;19;35;0,54246700000;0,18589100000;-0,09373842164;1,27291242363;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;739,24500000000;20;20,50000000000
0;590;21;217;0,80710100000;0,35456800000;-0,30429968629;2,37574061883;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;644,82200000000;10;30,00000000000
0;525;20;249;0,84598700000;0,36789200000;-0,32729577975;2,46913580247;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;767,65300000000;10;30,00000000000
0;484;19;299;0,78059100000;0,28045100000;-0,23507180650;2,32579022989;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;767,65300000000;10;26,00000000000
0;489;21;353;0,84863300000;0,36419600000;-0,32203389831;2,34718242598;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;331,65400000000;10;44,00000000000
0;739;22;227;0,77625900000;0,28362900000;-0,23046644361;2,07544034563;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;10;19,50000000000
0;692;15;198;0,78239600000;0,19802800000;-0,15566124017;1,98111747408;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;10;18,00000000000
0;820;5;127;0,61983500000;0,14064000000;-0,08305385678;1,65593376265;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;20;16,00000000000
0;796;13;5;0,81059100000;0,36044100000;-0,31150895141;2,44064245810;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;10;19,00000000000
0;814;20;243;0,63105600000;0,11153400000;-0,05937827454;1,61860761510;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;10;19,00000000000
0;734;16;117;0,80561100000;0,27913800000;-0,23900443232;2,34782150016;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;10;19,00000000000
0;715;17;252;0,87152400000;0,36241500000;-0,32571612488;2,33047045251;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;10;18,00000000000
0;654;13;98;0,83815300000;0,26400300000;-0,23125310379;2,33481152993;289,75813484200;0,00001148738;-0,21674505870;-0,56936286887;283,03399064800;125,17600000000;10;18,00000000000
0;519;21;245;0,78449700000;0,27569600000;-0,23262354359;2,36337209302;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1031,87000000000;10;25,00000000000
0;476;17;295;0,81494900000;0,31425800000;-0,27330374128;2,45243757432;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1031,87000000000;10;21,50000000000
0;603;29;306;0,82431800000;0,31098400000;-0,27104591837;2,38924050633;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1031,87000000000;10;26,00000000000
0;540;12;274;0,82631400000;0,32128600000;-0,28368263473;2,54563350036;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1031,87000000000;10;26,00000000000
0;660;21;217;0,79241800000;0,25364100000;-0,21069847989;2,18023255814;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1031,87000000000;10;36,00000000000
0;689;26;18;0,88161400000;0,40311000000;-0,36817761332;2,47388951806;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1033,40000000000;10;36,00000000000
0;741;25;352;0,90015100000;0,35472600000;-0,33030875866;2,52976190476;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1033,40000000000;10;19,50000000000
0;671;21;258;0,66187800000;0,17202400000;-0,11266007457;1,71093973151;290,30967426300;0,00001914419;-0,24165662130;-0,56579689185;284,14588769300;1033,40000000000;10;36,00000000000
